# index, meta, _pos
98,1,"array([-9.13952556, -3.95709419])"
99,1,"array([-4.23114568, -2.83013018])"
100,1,"array([-4.02232882, -2.97887371])"
101,1,"array([-9.95439426, -1.11153466])"
102,1,"array([-3.80745152,  2.67892948])"
103,0,"array([-9.37775413,  1.63887419])"
104,1,"array([-8.14419076, -1.40697292])"
105,1,"array([-3.82742802,  2.3997465 ])"
106,1,"array([-7.21466651,  0.6850963 ])"
107,1,"array([-6.38739358,  3.48678041])"
108,1,"array([-6.11795171,  3.76928851])"
109,0,"array([-13.30084212,  -3.68089044])"
110,0,"array([-13.2213763 ,  -3.73949042])"
111,0,"array([-4.59202032,  3.08161501])"
112,1,"array([-7.28337829, -0.01327442])"
113,1,"array([-6.2861914 ,  2.01809327])"
114,1,"array([-5.2180488 , -1.80290116])"
115,1,"array([-4.50048938,  3.4648097 ])"
116,0,"array([-8.29879979, -0.44697587])"
117,1,"array([-9.16199997, -2.2511325 ])"
118,0,"array([-8.89324876, -2.30660767])"
119,1,"array([-4.72301784,  0.55031277])"
120,1,"array([-4.05192741, -3.565702  ])"
121,0,"array([-6.93048958,  0.01875569])"
122,1,"array([-4.25830452,  2.79906107])"
123,0,"array([-12.37516054,  -3.85231488])"
124,1,"array([-4.0706361 ,  2.49869589])"
125,1,"array([-6.29599   , -2.94288889])"
126,1,"array([-5.50967099, -0.65399285])"
127,0,"array([-4.77001374,  1.62135638])"
128,1,"array([-4.61650976,  0.79447269])"
129,1,"array([-3.175523  ,  0.48456298])"
130,0,"array([-12.30035854,  -4.05583607])"
131,0,"array([-8.54321464, -0.36271737])"
132,1,"array([-7.34992817, -2.50099529])"
133,1,"array([-7.15855138, -2.62146606])"
134,0,"array([-9.07519925,  0.26148036])"
135,1,"array([-7.57124552,  0.13616971])"
136,0,"array([-2.99949931,  1.72668347])"
137,0,"array([-7.66493048, -2.74539148])"
138,0,"array([-3.579944  ,  0.09155135])"
139,0,"array([-9.50091754,  1.55573925])"
140,1,"array([-8.73118013,  1.83771646])"
141,1,"array([-6.30052627,  2.61465519])"
142,0,"array([-8.51177578, -3.09321467])"
143,1,"array([-6.46603994, -3.06647768])"
144,1,"array([-10.16531756,   0.78271508])"
145,1,"array([-9.96753534,  0.68890935])"
146,1,"array([-5.64692671,  1.64908644])"
147,0,"array([-10.79676821,  -3.28805179])"
148,0,"array([-3.66798647,  3.69214369])"
149,1,"array([-6.80792584,  0.29428692])"
150,0,"array([-4.35604744,  3.06649747])"
151,0,"array([-12.09624588,  -3.84480167])"
152,1,"array([-9.57649518, -0.09426967])"
153,0,"array([-3.58415737, -0.23432917])"
154,0,"array([-4.42852371,  0.08361827])"
155,1,"array([-7.15137557, -4.83806857])"
156,1,"array([-10.23912868,   0.90109792])"
157,0,"array([-8.8419188 ,  2.34279103])"
158,1,"array([-3.37224026,  1.54439715])"
159,1,"array([-3.07259944,  1.81048774])"
160,1,"array([-3.4453256 , -2.25660719])"
161,0,"array([-3.39152076, -0.30690909])"
162,1,"array([-9.54989333,  2.0447746 ])"
163,0,"array([-4.56248187, -3.3277327 ])"
164,0,"array([-2.78983228, -0.58197435])"
165,1,"array([-10.41835292,  -4.04438388])"
166,0,"array([-3.59346626, -0.34791444])"
167,0,"array([-6.66009106, -1.03257927])"
168,1,"array([-5.47368582,  2.25375955])"
169,1,"array([-3.26009799,  2.52898803])"
170,1,"array([-4.23572032,  0.99124328])"
171,1,"array([-8.44797982,  2.21386026])"
172,0,"array([-5.90306239,  3.09462553])"
173,1,"array([-4.22422126, -0.58792217])"
174,0,"array([-3.04503404,  1.58897404])"
175,0,"array([-7.83548322, -4.64676582])"
176,1,"array([-7.03047256, -4.96224797])"
177,1,"array([-5.90763673,  2.23452099])"
178,1,"array([-8.10007718, -4.36136715])"
179,0,"array([-6.2000807 ,  3.84846639])"
180,1,"array([-10.10738707,  -1.48386135])"
181,1,"array([-10.10754123,   0.49616125])"
182,0,"array([-8.39949543, -4.69820158])"
183,1,"array([-4.22292595, -3.08431961])"
184,1,"array([-5.96671252,  2.35746813])"
185,0,"array([-8.03520314,  1.33920288])"
186,0,"array([-9.64199034,  0.71461856])"
187,1,"array([-9.71885777, -1.51763975])"
188,1,"array([-5.69871754,  1.00268381])"
189,0,"array([-2.94867597, -2.47482903])"
190,1,"array([-2.79115891, -0.20830233])"
191,1,"array([-9.95252403, -2.90365442])"
192,1,"array([-9.45599587, -2.92683331])"
193,0,"array([-9.14867683, -3.3535464 ])"
194,0,"array([-5.96741275, -4.61535862])"
195,1,"array([-6.05331333, -4.72692517])"
196,0,"array([-9.91233844, -0.96471724])"
197,1,"array([-9.65864443,  0.57911654])"
198,0,"array([-8.15087123, -1.97295223])"
199,1,"array([-3.69684451, -2.92246614])"
200,1,"array([-2.23317049, -2.70043204])"
201,1,"array([-5.65360803,  1.40365812])"
202,0,"array([-3.02272779, -0.28982418])"
203,1,"array([-6.25921733, -2.48124643])"
204,1,"array([-4.14661477,  1.77840505])"
205,1,"array([-9.0385468 ,  2.35067869])"
206,1,"array([-5.26745746,  1.89491851])"
207,1,"array([-4.14457537, -2.90348688])"
208,1,"array([-6.34179394,  2.89907636])"
209,1,"array([-8.94201085,  2.30516105])"
210,1,"array([-6.97730287,  1.14901119])"
211,0,"array([-5.995304  ,  3.06277502])"
212,1,"array([-8.81624828, -3.82794609])"
213,0,"array([-6.04320721,  2.6211141 ])"
214,0,"array([-6.08082437,  3.32832486])"
215,0,"array([-6.1150515,  2.9902508])"
216,1,"array([-9.53437725, -3.93025018])"
217,1,"array([-3.33978767,  3.93437725])"
218,0,"array([-3.63178459,  3.83390873])"
219,1,"array([-7.02347602,  2.80290445])"
220,0,"array([-7.13542151, -1.26081834])"
221,1,"array([-4.59794947, -1.89744058])"
222,1,"array([-7.61730181,  1.29959122])"
223,0,"array([-3.36177334, -0.13402062])"
224,0,"array([-3.84100012, -0.37039444])"
225,1,"array([-6.72094461, -1.6668085 ])"
226,1,"array([-8.32261025, -4.91592682])"
227,0,"array([-6.70234284, -2.50755826])"
228,1,"array([-7.53154185, -1.91947628])"
229,1,"array([-8.92908481,  2.58658056])"
230,1,"array([-9.43745435, -0.74998949])"
231,1,"array([-9.62843744, -0.7766108 ])"
232,1,"array([-10.51451938,  -4.08269662])"
233,1,"array([-6.12930589,  1.35233771])"
234,1,"array([-6.26623593,  1.32841038])"
235,0,"array([-5.12791054, -0.80665938])"
236,1,"array([-5.08130986,  3.31466518])"
237,1,"array([-3.24700817, -0.77670292])"
238,0,"array([-8.42593609,  0.33530201])"
239,0,"array([-4.33740093, -1.30589615])"
240,0,"array([-8.94517657,  1.40196837])"
241,0,"array([-7.17470213,  2.37005428])"
242,1,"array([-5.67891343, -2.01633963])"
243,1,"array([-3.94709839, -2.67374557])"
244,1,"array([-9.15628691, -1.63998611])"
245,1,"array([-6.30952712, -3.6404189 ])"
246,1,"array([-5.01795359, -3.32578768])"
247,1,"array([-9.79767371, -2.99366488])"
248,0,"array([-7.1225717 , -2.47972399])"
249,1,"array([-5.93589804,  2.4518728 ])"
250,0,"array([-4.98912601, -0.93515581])"
251,1,"array([-9.07594803,  2.45207839])"
252,1,"array([-7.65936496,  0.53348655])"
253,0,"array([-3.57767701,  4.23494073])"
254,1,"array([-7.57021878,  2.32510675])"
255,1,"array([-3.34496551,  2.70996164])"
256,1,"array([-10.21943498,  -2.3456106 ])"
257,1,"array([-9.23345016, -0.82984728])"
258,1,"array([-5.40073852,  2.06086509])"
259,1,"array([-10.15416009,   1.04681275])"
260,1,"array([-12.45357787,  -4.52256988])"
261,1,"array([-10.71964186,  -3.9860848 ])"
262,1,"array([-11.49646351,  -3.96588537])"
263,1,"array([-6.6912403 ,  2.43901101])"
264,1,"array([-7.51813841, -3.27001626])"
265,1,"array([-10.44564025,  -0.07935323])"
266,1,"array([-7.68053242, -4.04209435])"
267,1,"array([-7.57202527, -0.69665701])"
268,0,"array([-3.92134936, -1.51767841])"
269,0,"array([-7.41658697,  0.17140512])"
270,1,"array([-5.01678216, -2.8770163 ])"
271,0,"array([-7.77816852, -2.4512747 ])"
272,1,"array([-8.54070875, -1.29625147])"
273,1,"array([-7.40468272, -3.4330714 ])"
274,1,"array([-2.74328435, -0.49200394])"
275,1,"array([-9.03072394,  2.54827918])"
276,0,"array([-7.62931184, -2.17841889])"
277,0,"array([-6.20535484,  1.78263422])"
278,1,"array([-6.43507452,  3.92776661])"
279,1,"array([-3.82202994,  3.24890223])"
280,0,"array([-5.28320396,  3.60865703])"
281,1,"array([-3.96394942,  0.15922495])"
282,0,"array([-9.85162222, -2.67816337])"
283,1,"array([-3.62935243,  1.55188605])"
284,0,"array([-3.25975953,  0.24162272])"
285,1,"array([-8.0920704 ,  1.15379703])"
286,0,"array([-8.15370998,  0.91692042])"
287,0,"array([-6.9214414 , -3.71468154])"
288,1,"array([-3.17704508,  0.29557342])"
289,1,"array([-8.83172584,  2.54158793])"
290,0,"array([-7.18449981, -3.72196896])"
291,1,"array([-7.90402541, -3.63779381])"
292,1,"array([-3.07338868, -3.82999276])"
293,0,"array([-2.4957177 , -2.71264507])"
294,1,"array([-5.02650037, -2.04841236])"
295,1,"array([-3.65438789,  0.93606671])"
296,0,"array([-3.92732197,  1.08875788])"
297,1,"array([-3.74498056,  0.85280016])"
298,0,"array([-6.96799983, -4.27582753])"
299,1,"array([-7.8791196,  0.659239 ])"
300,1,"array([-8.02672636, -1.74320084])"
301,0,"array([-3.51488611,  1.33051987])"
302,0,"array([-3.99335809,  1.2603659 ])"
303,0,"array([-7.98651943,  0.24168995])"
304,1,"array([-7.2464487 ,  0.91625811])"
305,0,"array([-5.85246177,  2.31323994])"
306,1,"array([-5.38978014, -1.63990926])"
307,0,"array([-9.34973921, -4.07179018])"
308,1,"array([-7.74160297,  0.67821727])"
309,0,"array([-10.6318973 ,  -2.07619368])"
310,0,"array([-3.39439905,  2.6336387 ])"
311,1,"array([-6.90064255, -4.69988625])"
312,1,"array([-13.37833159,  -3.59184021])"
313,0,"array([-9.24303196, -4.08195371])"
314,1,"array([-8.17808317, -0.92994797])"
315,1,"array([-3.67775759, -3.09586349])"
316,1,"array([-9.87552838,  0.36570974])"
317,0,"array([-6.60774439, -1.71661873])"
318,1,"array([-6.30096127, -0.13656822])"
319,0,"array([-7.70651093,  1.46211618])"
320,1,"array([-4.39005729, -1.53533107])"
321,1,"array([-3.77036189,  3.04096227])"
322,0,"array([-8.07774359, -3.20792312])"
323,1,"array([-3.03783111, -0.77928255])"
324,1,"array([-8.94518163, -0.04946263])"
325,1,"array([-3.85448112, -3.58181669])"
326,0,"array([-9.46272767, -4.00188638])"
327,1,"array([-4.09206263, -3.39759145])"
328,1,"array([-2.63161287, -2.71766179])"
329,0,"array([-2.91707338,  0.13434755])"
330,0,"array([-3.29077995, -0.22540286])"
331,1,"array([-3.57731795, -0.12228906])"
332,1,"array([-9.50667165, -3.11074241])"
333,1,"array([-7.94673701, -4.09506325])"
334,1,"array([-7.80105666, -4.385093  ])"
335,0,"array([-7.73387943, -3.78561575])"
336,0,"array([-3.68399737, -3.68657219])"
337,1,"array([-7.2211523 ,  1.10984057])"
338,1,"array([-3.3533642 ,  2.53328993])"
339,1,"array([-3.5328599 ,  2.64186947])"
340,1,"array([-8.12685882, -2.30709185])"
341,1,"array([-4.68782974,  1.36902554])"
342,1,"array([-3.1835229, -0.4533639])"
343,1,"array([-9.82946736, -2.24284822])"
344,0,"array([-3.25805088, -3.57460632])"
345,1,"array([-6.23485105,  1.90146189])"
346,1,"array([-6.51415287, -4.07091855])"
347,0,"array([-3.57382407, -3.40062819])"
348,0,"array([-7.39277862, -1.14607758])"
349,1,"array([-7.39349498,  3.82564754])"
350,1,"array([-10.32130737,  -0.30021244])"
351,0,"array([-9.05486397,  1.19216987])"
352,0,"array([-7.12975932,  3.43731362])"
353,1,"array([-5.39011819,  1.31386658])"
354,0,"array([-7.37339107,  0.55599315])"
355,1,"array([-7.22652376,  0.4894241 ])"
356,1,"array([-5.57503269,  2.63154698])"
357,1,"array([-10.06198702,   0.36292342])"
358,1,"array([-7.1633044 ,  3.13936242])"
359,1,"array([-8.18395685,  1.09415146])"
360,1,"array([-7.25172853,  1.25552853])"
361,1,"array([-11.35496077,  -3.76556292])"
362,1,"array([-3.72273175,  1.79607358])"
363,1,"array([-10.00919126,   0.95788102])"
364,1,"array([-6.05775061,  2.16787185])"
365,1,"array([-3.13498719,  0.38698022])"
366,1,"array([-10.08543772,  -2.76861434])"
367,1,"array([-4.8727794 ,  3.67195798])"
368,1,"array([-6.43228473, -3.20195369])"
369,1,"array([-6.69857796, -3.16184739])"
370,1,"array([-3.19405094, -3.28226264])"
371,1,"array([-4.25215105, -1.44797036])"
372,1,"array([-8.26335563, -3.61499942])"
373,1,"array([-3.93568744,  0.28874309])"
374,1,"array([-7.00656511,  2.56958459])"
375,1,"array([-6.11638443, -4.81876897])"
376,0,"array([-4.59347927,  3.51813279])"
377,0,"array([-6.57417605,  2.37050786])"
378,1,"array([-10.68227264,  -3.42137521])"
379,0,"array([-5.90117812, -1.157594  ])"
380,0,"array([-9.64393885,  1.79887429])"
381,0,"array([-9.91273906,  1.89134757])"
382,1,"array([-9.8945833 ,  1.66390531])"
383,0,"array([-9.22775809, -3.68964171])"
384,1,"array([-9.28013689,  1.14799779])"
385,1,"array([-3.54119161,  2.4660432 ])"
386,1,"array([-4.30766277,  0.73354581])"
387,1,"array([-5.98852245,  0.21046528])"
388,1,"array([-5.16014683, -1.54377686])"
389,1,"array([-8.88391655, -0.6621677 ])"
390,1,"array([-7.53910469,  0.21750325])"
391,1,"array([-6.70696444,  3.12141184])"
392,1,"array([-6.81819154,  3.39946884])"
393,1,"array([-7.92149413, -4.91790616])"
394,0,"array([-8.79822572, -2.11932929])"
395,0,"array([-4.67763968,  2.27556087])"
396,0,"array([-4.036377  ,  3.12792167])"
397,1,"array([-7.42816218,  2.29565874])"
398,1,"array([-4.70360132, -3.30613286])"
399,0,"array([-7.7251236 , -2.96197623])"
400,0,"array([-8.16681299,  1.20595183])"
401,1,"array([-12.89257293,  -3.25240814])"
402,1,"array([-12.89251602,  -3.51834623])"
403,1,"array([-12.83851099,  -3.68962265])"
404,0,"array([-13.16495689,  -3.45982297])"
405,0,"array([-12.47683103,  -4.18385536])"
406,0,"array([-13.01665567,  -3.99525073])"
407,0,"array([-3.6899342,  3.5607151])"
408,0,"array([-6.31271217,  1.85586579])"
409,0,"array([-7.40939225,  3.46702536])"
410,1,"array([-9.12515742, -2.4859672 ])"
411,1,"array([-4.01850032,  1.50085148])"
412,1,"array([-5.92852692,  1.85337208])"
413,1,"array([-7.84339291, -3.34927214])"
414,1,"array([-12.78040603,  -3.88179105])"
415,1,"array([-7.2736369 , -1.37934498])"
416,1,"array([-3.32117403,  1.94137055])"
417,1,"array([-7.0376871 ,  0.23470593])"
418,1,"array([-2.30433006, -2.26042601])"
419,1,"array([-5.28374168,  1.489512  ])"
420,1,"array([-7.00897922,  3.67586065])"
421,0,"array([-6.91133306,  3.63704614])"
422,0,"array([-7.08091609,  3.60146472])"
423,0,"array([-7.33589797, -1.82359815])"
424,0,"array([-5.74118743,  1.92934057])"
425,1,"array([-6.6970622 ,  3.48653432])"
426,1,"array([-8.44301534, -4.82338572])"
427,0,"array([-9.0071152 , -2.60310266])"
428,1,"array([-10.47281553,  -1.79471626])"
429,0,"array([-5.53289565, -3.74226997])"
430,1,"array([-2.16334609, -2.80512473])"
431,1,"array([-3.86068728,  0.09828959])"
432,0,"array([-7.19773296,  0.02800705])"
433,1,"array([-6.22838508, -4.58345665])"
434,0,"array([-3.47871818, -0.38707407])"
435,1,"array([-3.45697408,  2.7181826 ])"
436,1,"array([-12.76631808,  -3.43029582])"
437,0,"array([-4.74015729,  3.80685849])"
438,1,"array([-6.62341369,  1.73941714])"
439,1,"array([-5.36601419, -1.51508872])"
440,1,"array([-8.79732918, -2.47289494])"
441,0,"array([-5.96315924, -2.89255578])"
442,1,"array([-8.79540018,  2.4394256 ])"
443,0,"array([-8.22529245,  0.13322459])"
444,0,"array([-8.32846643,  0.37069151])"
445,0,"array([-8.47749461,  0.23482245])"
446,0,"array([-6.01274357,  1.96347732])"
447,1,"array([-8.18074127, -4.28592454])"
448,1,"array([-6.63326403,  1.56626186])"
449,1,"array([-6.13321631, -4.02003435])"
450,1,"array([-10.90977672,  -3.90879156])"
451,1,"array([-10.08613278,  -3.55867368])"
452,0,"array([-6.25272087, -1.46397835])"
453,1,"array([-6.14456109, -1.29174514])"
454,1,"array([-6.23432907, -1.36163395])"
455,1,"array([-3.78774184, -3.69329913])"
456,1,"array([-5.25437968, -1.47041641])"
457,0,"array([-6.10519042, -2.95932645])"
458,1,"array([-6.98964601, -4.12254795])"
459,1,"array([-7.72508016,  3.6254487 ])"
460,1,"array([-8.33248355, -3.49583221])"
461,1,"array([-10.31206803,   0.74948585])"
462,0,"array([-10.33242166,   0.56705476])"
463,1,"array([-10.36453902,   0.66495881])"
464,1,"array([-10.01921638,  -2.68515543])"
465,0,"array([-9.76456993, -1.36081457])"
466,1,"array([-8.17164591, -5.08112965])"
467,0,"array([-6.19121755, -3.52671486])"
468,0,"array([-8.91925066, -3.86089358])"
469,1,"array([-2.57595886, -2.27218414])"
470,1,"array([-7.99651169,  1.24741805])"
471,0,"array([-12.64883706,  -4.08931568])"
472,0,"array([-3.60633653,  3.61579154])"
473,0,"array([-10.40861401,  -3.28735448])"
474,1,"array([-7.0808838 ,  1.02841472])"
475,1,"array([-13.00561354,  -3.3060934 ])"
476,1,"array([-3.94930372,  3.56520908])"
477,1,"array([-8.38821753, -4.59321931])"
478,1,"array([-3.32200265,  2.43685303])"
479,1,"array([-6.84734023, -4.52960342])"
480,1,"array([-8.55089504, -3.60741055])"
481,1,"array([-5.62017249, -3.54479746])"
482,1,"array([-8.02440584, -3.59302121])"
483,0,"array([-3.60239531,  3.51542911])"
484,1,"array([-5.80840884, -2.51470188])"
485,1,"array([-8.04306227, -5.08975274])"
486,0,"array([-3.86550232,  3.74007951])"
487,1,"array([-10.41946201,  -3.55118076])"
488,1,"array([-4.02171127,  2.38223502])"
489,0,"array([-6.40987359,  1.94124114])"
490,1,"array([-10.68884169,  -3.05087612])"
491,0,"array([-10.59219006,  -2.98459782])"
492,1,"array([-3.41213082,  1.2606121 ])"
493,1,"array([-9.65955222,  0.47178194])"
494,1,"array([-7.95740056,  0.86453379])"
495,1,"array([-6.41424902, -3.58006657])"
496,1,"array([-6.29965437,  2.26171959])"
497,1,"array([-6.92747825,  1.23007753])"
498,0,"array([-7.33113361,  1.38206369])"
499,0,"array([-4.95088615,  0.84980551])"
500,1,"array([-4.78710279,  0.9387705 ])"
501,0,"array([-4.95763402,  1.19315725])"
502,1,"array([-10.61396289,  -1.89082092])"
503,1,"array([-11.09787925,  -3.70420886])"
504,1,"array([-10.57692099,  -4.00234551])"
505,1,"array([-9.40722057,  1.85220941])"
506,1,"array([-7.93219492, -4.33551707])"
507,0,"array([-3.64083933,  2.04251846])"
508,1,"array([-2.91353173, -0.6226262 ])"
509,0,"array([-12.91653296,  -4.2340738 ])"
510,1,"array([-4.60798073,  2.95840642])"
511,1,"array([-9.37198305, -0.15928943])"
512,1,"array([-9.07686922,  0.62382212])"
513,1,"array([-7.06714931, -2.99796524])"
514,0,"array([-5.03979831,  2.99711779])"
515,1,"array([-5.62551413, -3.79492227])"
516,1,"array([-6.26931302,  1.22982629])"
517,1,"array([-10.19738651,  -0.51878814])"
518,1,"array([-2.9263122 , -0.71753414])"
519,0,"array([-3.23406605,  0.39690141])"
520,1,"array([-8.62141606, -1.89398609])"
521,1,"array([-4.20522273, -2.72148467])"
522,1,"array([-3.81032804, -2.83504168])"
523,1,"array([-6.86967058, -2.71131266])"
524,1,"array([-3.38709257,  1.8528741 ])"
525,1,"array([-7.59478355,  0.29807228])"
526,1,"array([-3.36097377,  2.03068981])"
527,0,"array([-8.00060696,  0.76198741])"
528,1,"array([-10.56234191,  -0.28792481])"
529,0,"array([-6.2551469 , -1.22880758])"
530,1,"array([-4.70432393,  1.92421835])"
531,0,"array([-5.2246063 , -2.60090835])"
532,1,"array([-4.86119098,  1.51495494])"
533,1,"array([-6.83596071,  1.78668967])"
534,1,"array([-9.7020473 , -1.90259793])"
535,1,"array([-7.40390638, -2.73181538])"
536,1,"array([-9.84017638,  0.995599  ])"
537,1,"array([-9.54779403, -0.70780643])"
538,1,"array([-7.34195974,  0.0551125 ])"
539,0,"array([-10.82159182,   0.13655482])"
540,1,"array([-9.74361193,  0.93834306])"
541,1,"array([-8.42479604,  0.12645396])"
542,1,"array([-7.4851385 ,  2.69960204])"
543,0,"array([-3.36399586,  0.25981078])"
544,1,"array([-3.2653382 ,  0.52510439])"
545,1,"array([-9.76112469,  0.44389376])"
546,1,"array([-7.39978544, -1.96165551])"
547,1,"array([-6.38681124, -4.63814352])"
548,0,"array([-6.27528504, -4.32297816])"
549,1,"array([-4.83372835,  3.02142439])"
550,1,"array([-5.81649101, -2.37816912])"
551,1,"array([-5.60379139,  0.95707114])"
552,1,"array([-10.78532376,  -3.17632016])"
553,1,"array([-12.18024756,  -4.3215322 ])"
554,1,"array([-9.71058012,  1.53285988])"
555,1,"array([-7.52670795, -4.84857072])"
556,0,"array([-8.11987967, -5.16684768])"
557,0,"array([-10.58562269,  -0.42258963])"
558,0,"array([-7.28332676, -1.16888342])"
559,1,"array([-12.33617594,  -4.48856412])"
560,1,"array([-8.40343502, -2.59598582])"
561,0,"array([-3.67698234,  3.44768215])"
562,1,"array([-6.88508885,  1.44410645])"
563,1,"array([-6.80671127,  1.67183844])"
564,1,"array([-7.39173933,  2.87766229])"
565,1,"array([-6.08413226,  2.32467992])"
566,0,"array([-6.17267167,  0.39155696])"
567,1,"array([-3.53610396,  0.40171258])"
568,0,"array([-3.44466574,  1.11133324])"
569,0,"array([-7.39907084, -4.60669486])"
570,1,"array([-3.63078159, -3.59447242])"
571,1,"array([-4.93745542,  1.57342814])"
572,1,"array([-10.06402119,  -3.85178603])"
573,1,"array([-5.10400726,  0.91883912])"
574,1,"array([-5.89483645, -2.80571588])"
575,1,"array([-7.50842579,  0.36759127])"
576,0,"array([-6.26484812, -2.72826942])"
577,1,"array([-7.79216395,  0.10692018])"
578,1,"array([-10.14278364,  -1.37566915])"
579,0,"array([-5.93839449, -4.71135698])"
580,1,"array([-4.23474373,  2.54723692])"
581,0,"array([-3.74375677,  0.48253366])"
582,1,"array([-8.71027638, -3.28274548])"
583,1,"array([-6.90623379,  3.21854446])"
584,1,"array([-2.89552323, -2.20733688])"
585,1,"array([-6.79866366,  0.50801955])"
586,1,"array([-7.9723322 ,  0.67568553])"
587,1,"array([-3.0356454,  1.3225096])"
588,1,"array([-6.75810995,  0.11856858])"
589,1,"array([-6.74540188,  0.22242787])"
590,0,"array([-5.26179453, -2.08120181])"
591,0,"array([-9.22569697, -3.06736686])"
592,0,"array([-6.59917089,  3.85215077])"
593,1,"array([-10.67614173,  -1.98011587])"
594,0,"array([-6.55469241,  2.23773431])"
595,1,"array([-8.46427254, -1.86604342])"
596,0,"array([-5.83381703,  3.02496878])"
597,1,"array([-9.67184782,  0.81590825])"
