# source, target, _graphml_edge_id, weight
43,1348,,1
43,1167,,1
43,979,,1
43,919,,3
43,234,,1
43,618,,1
43,884,,1
43,1354,,1
43,1079,,1
43,951,,2
43,1266,,1
43,430,,2
43,623,,3
43,518,,62
43,808,,1
43,341,,1
43,712,,1
43,891,,1
43,780,,2
43,1134,,1
43,997,,1
43,1277,,24
43,443,,30
43,815,,1
43,447,,5
43,724,,1
43,264,,1
43,265,,8
43,905,,4
43,352,,37
43,1288,,134
43,1344,,1
43,273,,2
43,453,,3
43,1482,,2
43,910,,2
43,912,,18
43,166,,1
43,914,,3
43,764,,1
43,1435,,2
43,461,,2
43,462,,3
43,402,,3
43,365,,3
43,283,,19
43,741,,1
43,1161,,3
43,464,,3
43,982,,1
43,182,,2
43,978,,10
43,184,,2
43,657,,222
43,187,,1
43,1401,,1
43,1402,,2
43,482,,5
43,1404,,1
43,1034,,3
43,1225,,1
43,76,,2
43,1227,,1
43,937,,1
43,197,,112
43,1414,,7
43,1229,,1
43,733,,2
43,481,,2
43,349,,8
43,513,,1
43,92,,1
44,1287,,1
44,254,,1
44,654,,5
44,377,,3
44,335,,1
44,1248,,1
44,117,,7
44,228,,1
44,518,,5
45,657,,1
45,674,,1
46,352,,1
46,117,,2
46,377,,1
47,482,,1
47,117,,4
47,218,,4
47,1276,,1
47,1161,,1
48,1360,,3
48,657,,1
48,359,,1
48,218,,1
48,243,,1
49,212,,1
49,1428,,2
49,950,,3
49,1429,,3
49,489,,21
49,1360,,26
49,218,,115
49,442,,1
49,492,,2
49,1308,,10
49,587,,10
49,223,,1
49,1158,,1
49,324,,2
49,1341,,1
49,1100,,1
49,117,,160
49,329,,1
49,699,,12
49,162,,1
49,1165,,5
49,611,,1
49,1348,,1
49,978,,2
49,1351,,1
49,1263,,1
49,429,,1
49,1266,,1
49,804,,1
49,431,,1
49,623,,9
49,518,,72
49,809,,1
49,1223,,1
49,1182,,1
49,1459,,1
49,1090,,1
49,296,,2
49,526,,1
49,443,,26
49,347,,1
49,1277,,24
49,860,,1
49,280,,1
49,846,,2
49,815,,2
49,811,,3
49,723,,1
49,520,,12
49,255,,1
49,1374,,1
49,873,,2
49,265,,23
49,925,,1
49,905,,2
49,1286,,2
49,1181,,1
49,1288,,98
49,267,,1
49,156,,2
49,52,,3
49,53,,4
49,165,,2
49,1305,,2
49,733,,42
49,1387,,2
49,1289,,1
49,914,,131
49,1206,,1
49,1141,,1
49,462,,4
49,1150,,2
49,62,,3
49,283,,4
49,741,,4
49,1161,,2
49,919,,10
49,1300,,3
49,107,,1
49,550,,4
49,1119,,11
49,833,,11
49,657,,98
49,1401,,1
49,1493,,1
49,482,,1
49,836,,2
49,1225,,4
49,352,,91
49,1409,,1
49,1037,,1
49,197,,97
49,1134,,1
49,631,,1
49,302,,7
49,538,,1
49,481,,4
49,384,,2
49,349,,42
49,1422,,1
49,307,,1
49,626,,8
50,529,,1
50,1503,,1
51,117,,7
52,1119,,1
52,1288,,1
52,265,,1
52,520,,1
52,550,,1
53,1277,,1
53,218,,1
53,1288,,3
53,657,,1
53,352,,1
53,1505,,1
53,674,,1
53,1150,,1
54,218,,1
54,518,,1
55,218,,1
56,218,,7
56,1276,,1
56,482,,4
56,440,,1
56,1488,,1
56,117,,1
56,216,,1
57,558,,1
57,481,,1
57,866,,1
57,436,,1
57,711,,1
57,657,,7
57,1272,,1
57,1180,,1
57,1091,,1
57,659,,5
57,1360,,3
57,634,,3
57,283,,7
57,411,,1
57,1161,,2
57,352,,2
57,117,,8
57,1276,,3
57,218,,59
58,117,,1
58,1161,,2
58,1118,,1
59,657,,1
60,218,,1
61,831,,1
61,489,,1
62,699,,1
62,1119,,1
62,349,,1
62,1300,,1
62,265,,1
62,520,,1
62,302,,1
63,297,,1
63,117,,2
63,1161,,3
63,780,,2
63,1118,,1
64,1360,,1
65,674,,1
66,973,,1
66,438,,1
66,117,,2
67,1267,,1
68,218,,1
69,733,,1
69,1237,,1
70,218,,1
70,117,,1
71,218,,1
72,1360,,1
72,397,,1
73,1288,,4
73,352,,1
73,218,,1
73,117,,1
74,218,,2
75,117,,1
75,771,,1
77,657,,2
78,481,,1
79,860,,1
79,117,,1
79,269,,1
80,217,,1
80,657,,3
81,443,,2
81,1484,,2
82,1360,,1
82,218,,1
82,117,,1
83,297,,1
84,293,,1
85,954,,2
85,1326,,3
86,440,,5
86,117,,2
86,1345,,1
87,482,,1
87,518,,1
87,218,,1
87,1155,,1
88,657,,1
88,218,,1
88,117,,3
88,489,,4
88,440,,1
89,283,,1
90,218,,1
90,117,,2
91,218,,2
91,117,,6
92,657,,1
93,1360,,1
93,1391,,1
93,218,,1
93,336,,1
93,1251,,1
94,1288,,2
94,443,,1
94,1360,,1
95,1288,,1
95,818,,1
96,117,,1
96,320,,1
97,470,,1
97,711,,1
97,243,,2
97,489,,1
97,1360,,1
97,102,,2
97,1276,,3
97,1331,,1
97,276,,1
97,433,,1
97,596,,1
97,939,,1
97,218,,5
97,647,,1
97,411,,3
97,1161,,7
97,1000,,1
97,967,,2
97,297,,2
97,482,,3
97,117,,10
97,1118,,5
98,1277,,1
99,218,,1
100,657,,5
101,657,,1
102,977,,4
102,433,,3
102,391,,1
102,1282,,1
102,216,,1
102,1098,,1
102,313,,1
102,711,,8
102,657,,23
102,243,,1
102,1473,,1
102,489,,2
102,1265,,1
102,1277,,2
102,218,,13
102,1276,,6
102,1331,,1
102,1288,,1
102,471,,1
102,781,,1
102,117,,17
102,518,,1
102,297,,2
102,645,,1
102,440,,9
102,647,,1
102,283,,1
102,411,,18
102,1161,,17
102,385,,1
102,967,,1
102,482,,6
102,790,,1
102,415,,1
102,1118,,4
102,1463,,1
102,780,,2
102,600,,1
102,1000,,1
103,218,,60
103,518,,71
103,1465,,1
103,498,,1
103,619,,1
103,482,,48
103,657,,1
103,236,,6
103,117,,4
103,297,,1
103,1118,,1
104,349,,1
104,117,,1
105,218,,1
105,1314,,1
105,1132,,3
105,1288,,2
105,657,,3
105,1428,,1
105,978,,1
106,283,,1
106,609,,1
107,1288,,1
107,1398,,1
107,197,,2
108,117,,2
108,297,,1
108,1118,,1
109,258,,1
109,117,,1
109,571,,1
109,173,,1
110,567,,1
110,197,,1
110,914,,1
111,283,,1
111,117,,4
112,1288,,1
113,117,,1
114,218,,1
115,283,,1
116,352,,2
117,391,,1
117,711,,11
117,394,,1
117,771,,4
117,803,,1
117,772,,1
117,440,,204
117,1325,,4
117,814,,1
117,775,,1
117,399,,1
117,777,,1
117,827,,1
117,779,,1
117,1257,,1
117,1163,,1
117,782,,1
117,1157,,1
117,1392,,1
117,410,,2
117,755,,1
117,411,,68
117,790,,2
117,581,,2
117,414,,1
117,463,,1
117,1162,,2
117,1159,,2
117,1345,,2
117,215,,1
117,1165,,1
117,1305,,2
117,418,,1
117,922,,1
117,1167,,9
117,1169,,1
117,1324,,4
117,424,,1
117,427,,1
117,428,,1
117,429,,1
117,802,,1
117,226,,1
117,430,,3
117,805,,1
117,1175,,2
117,433,,5
117,436,,14
117,1179,,1
117,341,,6
117,1180,,1
117,1466,,1
117,1004,,4
117,813,,2
117,343,,2
117,1284,,1
117,128,,3
117,443,,33
117,1389,,1
117,815,,3
117,1186,,1
117,1308,,4
117,969,,3
117,398,,2
117,1085,,1
117,451,,2
117,352,,207
117,1029,,1
117,1196,,1
117,453,,8
117,776,,1
117,833,,18
117,822,,2
117,1201,,3
117,1203,,1
117,719,,1
117,510,,1
117,1207,,3
117,1208,,1
117,462,,20
117,1210,,9
117,1161,,992
117,403,,1
117,495,,1
117,1212,,1
117,591,,1
117,444,,1
117,835,,1
117,455,,1
117,834,,1
117,470,,9
117,1219,,1
117,1220,,1
117,473,,1
117,836,,3
117,1225,,6
117,518,,780
117,475,,3
117,840,,9
117,1256,,1
117,476,,1
117,477,,3
117,845,,1
117,1463,,1
117,847,,3
117,538,,6
117,481,,121
117,662,,3
117,849,,1
117,482,,94
117,850,,1
117,483,,1
117,574,,2
117,484,,4
117,597,,1
117,1235,,2
117,1074,,1
117,486,,4
117,1510,,1
117,605,,1
117,1236,,3
117,489,,121
117,1237,,7
117,1360,,519
117,1112,,1
117,860,,6
117,862,,1
117,377,,12
117,901,,5
117,863,,1
117,1281,,1
117,499,,1
117,1245,,3
117,868,,1
117,789,,2
117,871,,1
117,1410,,1
117,118,,1
117,119,,4
117,1472,,1
117,1254,,1
117,875,,2
117,876,,1
117,124,,1
117,125,,1
117,1258,,1
117,1260,,2
117,1261,,1
117,154,,1
117,1263,,2
117,844,,1
117,513,,1
117,514,,3
117,136,,1
117,885,,1
117,138,,1
117,1474,,2
117,886,,1
117,656,,1
117,1475,,1
117,890,,1
117,521,,1
117,891,,1
117,780,,17
117,1414,,1
117,147,,1
117,148,,1
117,894,,4
117,1277,,16
117,895,,1
117,1416,,1
117,386,,2
117,158,,1
117,151,,1
117,729,,7
117,865,,1
117,1487,,10
117,155,,1
117,906,,1
117,974,,1
117,907,,4
117,536,,1
117,1288,,154
117,763,,1
117,975,,4
117,541,,1
117,164,,2
117,1231,,1
117,196,,1
117,914,,79
117,214,,1
117,986,,1
117,544,,1
117,170,,3
117,172,,1
117,1297,,1
117,357,,1
117,919,,26
117,1301,,2
117,988,,1
117,797,,1
117,1303,,1
117,552,,1
117,1108,,2
117,553,,1
117,800,,1
117,184,,14
117,1306,,9
117,185,,2
117,1310,,1
117,929,,1
117,734,,2
117,189,,1
117,613,,4
117,562,,1
117,563,,3
117,932,,13
117,934,,1
117,193,,1
117,371,,3
117,936,,1
117,568,,2
117,587,,17
117,938,,3
117,198,,1
117,939,,44
117,200,,3
117,351,,19
117,571,,1
117,940,,16
117,181,,6
117,206,,7
117,207,,3
117,252,,2
117,576,,1
117,210,,4
117,579,,1
117,400,,1
117,213,,1
117,1327,,1
117,1328,,1
117,216,,8
117,994,,2
117,774,,2
117,952,,1
117,543,,1
117,953,,1
117,619,,1
117,220,,2
117,221,,2
117,589,,1
117,956,,2
117,1050,,8
117,592,,4
117,1334,,2
117,224,,2
117,960,,1
117,595,,1
117,596,,1
117,1052,,3
117,1338,,1
117,490,,1
117,1339,,1
117,1340,,1
117,856,,2
117,218,,1039
117,601,,2
117,1253,,1
117,967,,21
117,236,,1
117,237,,1
117,1279,,1
117,973,,1
117,608,,1
117,609,,6
117,1344,,1
117,334,,1
117,241,,1
117,1293,,1
117,243,,9
117,978,,76
117,979,,1
117,1352,,1
117,614,,2
117,981,,1
117,1299,,2
117,1355,,6
117,1356,,1
117,667,,1
117,1359,,1
117,623,,2
117,990,,2
117,250,,12
117,600,,1
117,1477,,1
117,253,,2
117,995,,2
117,254,,4
117,255,,4
117,256,,9
117,438,,4
117,258,,1
117,260,,2
117,261,,5
117,1370,,1
117,633,,4
117,1304,,3
117,634,,6
117,806,,1
117,265,,29
117,1007,,1
117,1056,,1
117,1025,,2
117,1011,,1
117,270,,1
117,271,,1
117,249,,1
117,1057,,1
117,1382,,5
117,1383,,1
117,276,,1
117,811,,2
117,1016,,3
117,279,,1
117,1020,,1
117,1021,,2
117,282,,1
117,1390,,1
117,1391,,1
117,283,,543
117,1395,,3
117,285,,1
117,323,,1
117,652,,5
117,944,,1
117,1027,,1
117,1028,,1
117,817,,1
117,654,,4
117,1399,,2
117,1400,,1
117,657,,681
117,733,,93
117,289,,1
117,659,,1
117,387,,2
117,661,,1
117,1032,,1
117,1333,,1
117,1407,,1
117,1061,,2
117,293,,2
117,1036,,4
117,1037,,4
117,120,,8
117,295,,1
117,1183,,3
117,752,,7
117,146,,7
117,297,,162
117,1041,,1
117,211,,1
117,1063,,9
117,1419,,4
117,1224,,2
117,305,,1
117,923,,1
117,349,,143
117,1422,,1
117,306,,1
117,1000,,44
117,673,,3
117,674,,3
117,309,,2
117,311,,1
117,1426,,5
117,312,,1
117,313,,1
117,1427,,1
117,1428,,48
117,1429,,1
117,624,,1
117,316,,1
117,317,,2
117,882,,35
117,678,,1
117,679,,2
117,1430,,2
117,681,,1
117,682,,1
117,320,,1
117,176,,2
117,688,,2
117,690,,1
117,1315,,1
117,691,,16
117,322,,2
117,1437,,1
117,1003,,1
117,1067,,1
117,1069,,1
117,1439,,19
117,327,,1
117,1440,,1
117,1072,,3
117,1073,,1
117,330,,2
117,325,,2
117,699,,1
117,1443,,1
117,542,,6
117,701,,4
117,331,,1
117,702,,1
117,1444,,1
117,1121,,2
117,705,,9
117,1076,,1
117,685,,1
117,335,,1
117,336,,2
117,709,,5
117,1449,,1
117,346,,1
117,195,,1
117,1132,,4
117,1082,,1
117,339,,2
117,1454,,1
117,1455,,1
117,1193,,4
117,1086,,1
117,197,,68
117,1089,,2
117,344,,2
117,1441,,1
117,1146,,1
117,1134,,1
117,694,,1
117,1093,,3
117,324,,2
117,348,,1
117,1377,,1
117,1194,,3
117,1471,,1
117,728,,1
117,1473,,1
117,1102,,2
117,389,,1
117,522,,1
117,1276,,25
117,354,,2
117,355,,2
117,1479,,2
117,1480,,2
117,356,,1
117,1483,,7
117,548,,8
117,731,,1
117,732,,2
117,358,,1
117,1311,,2
117,1111,,1
117,1321,,1
117,737,,1
117,362,,4
117,1101,,10
117,1198,,1
117,1197,,1
117,741,,2
117,367,,1
117,743,,3
117,368,,2
117,369,,1
117,746,,1
117,1118,,302
117,1200,,1
117,1119,,2
117,372,,1
117,1365,,5
117,375,,1
117,942,,1
117,1271,,3
117,753,,4
117,1498,,2
117,1125,,1
117,1023,,2
117,1127,,3
117,379,,2
117,1424,,1
117,1130,,1
117,1501,,1
117,1502,,1
117,468,,1
117,1503,,4
117,382,,1
117,1505,,10
117,208,,2
117,1136,,2
117,384,,1
117,1138,,2
117,1105,,2
117,173,,2
117,388,,1
119,1360,,4
119,882,,5
119,283,,2
119,518,,8
119,657,,4
119,691,,3
119,351,,3
120,686,,1
120,967,,1
120,1165,,1
120,1028,,1
120,1003,,2
120,657,,1
120,297,,2
120,489,,6
120,1345,,2
120,440,,1
120,1161,,6
120,536,,1
120,894,,1
120,780,,2
120,1118,,5
121,1288,,2
121,698,,2
121,664,,1
121,905,,3
122,867,,1
122,657,,1
122,437,,1
122,429,,1
123,905,,1
125,518,,1
125,1360,,1
126,919,,1
126,1401,,1
126,349,,2
126,724,,1
126,1288,,2
126,352,,1
126,265,,4
126,914,,1
126,720,,1
127,518,,1
128,1430,,2
128,518,,1
128,218,,1
129,1288,,1
129,733,,1
129,349,,3
129,462,,1
130,255,,1
131,1055,,1
131,1368,,1
131,218,,1
132,596,,1
132,283,,1
133,733,,2
133,1228,,2
133,661,,1
133,1346,,2
133,944,,2
133,1008,,1
133,841,,2
134,1288,,1
134,674,,1
135,283,,1
137,283,,1
139,481,,1
140,1372,,1
141,411,,1
142,657,,1
143,443,,1
144,482,,5
144,619,,2
144,218,,2
145,218,,1
146,283,,2
146,411,,2
146,1161,,3
146,482,,1
146,440,,2
146,333,,1
146,218,,1
146,1118,,1
149,482,,1
149,218,,1
149,1161,,1
150,218,,1
152,1277,,2
152,657,,2
153,440,,1
155,1277,,1
155,833,,1
155,1510,,1
155,352,,1
155,349,,2
157,657,,1
159,218,,1
159,518,,1
160,1360,,1
160,1325,,1
161,352,,1
162,657,,2
163,349,,9
163,1360,,1
163,218,,1
163,518,,3
163,966,,1
165,1141,,1
167,657,,1
167,1149,,1
168,1019,,1
168,1118,,2
169,218,,1
171,518,,1
173,783,,1
173,258,,1
173,1503,,1
173,571,,1
174,218,,1
175,628,,1
175,913,,1
175,1293,,1
175,657,,23
175,246,,1
175,1118,,1
176,295,,1
176,914,,2
176,349,,2
176,737,,1
176,1279,,1
177,518,,2
178,352,,1
179,218,,1
179,518,,3
179,1290,,1
180,1360,,5
181,940,,1
181,218,,4
181,386,,1
181,352,,1
181,657,,1
181,543,,1
182,443,,5
182,1084,,1
182,406,,2
182,234,,2
183,518,,3
184,411,,19
184,218,,39
184,211,,2
184,349,,3
184,657,,5
184,978,,16
184,489,,2
184,1360,,74
184,1000,,1
185,218,,1
186,1360,,1
186,711,,1
186,411,,2
186,1161,,1
186,914,,1
186,482,,1
186,731,,1
186,216,,1
186,218,,13
186,1000,,2
187,1404,,1
188,1288,,2
188,903,,1
188,1360,,1
189,482,,2
189,657,,1
189,218,,1
190,518,,2
190,1155,,1
191,978,,1
191,1215,,1
192,657,,1
193,657,,1
193,741,,1
193,521,,1
193,255,,1
194,1271,,1
195,518,,1
197,210,,2
197,1428,,1
197,489,,14
197,1360,,11
197,218,,71
197,492,,2
197,1308,,9
197,587,,4
197,567,,2
197,402,,20
197,651,,1
197,958,,1
197,596,,14
197,230,,1
197,788,,1
197,698,,1
197,699,,8
197,979,,5
197,980,,1
197,1147,,1
197,981,,1
197,513,,1
197,426,,1
197,429,,1
197,431,,3
197,518,,101
197,1178,,1
197,440,,1
197,993,,1
197,252,,1
197,1414,,6
197,996,,1
197,255,,1
197,527,,1
197,1277,,13
197,443,,21
197,846,,2
197,634,,16
197,265,,11
197,1470,,2
197,1471,,1
197,1191,,1
197,905,,3
197,1286,,2
197,1288,,224
197,1134,,1
197,352,,18
197,539,,1
197,1383,,1
197,912,,1
197,361,,1
197,914,,28
197,461,,1
197,462,,14
197,283,,17
197,1024,,4
197,657,,63
197,919,,4
197,829,,1
197,1219,,1
197,1119,,1
197,833,,1
197,1207,,10
197,1491,,2
197,1030,,1
197,1402,,1
197,658,,1
197,659,,1
197,482,,4
197,377,,1
197,1037,,1
197,1132,,1
197,845,,1
197,296,,2
197,1416,,1
197,382,,2
197,1398,,1
197,355,,1
197,733,,12
197,481,,2
197,1044,,1
197,349,,6
198,518,,2
198,1264,,1
198,728,,1
199,1288,,5
201,482,,2
201,218,,1
202,657,,1
203,218,,2
203,556,,2
203,439,,1
204,1288,,2
204,414,,1
205,352,,2
205,754,,1
206,218,,3
206,1161,,6
206,477,,3
206,482,,3
206,657,,3
206,489,,3
207,657,,1
207,283,,2
208,218,,1
208,939,,1
208,1161,,1
208,1063,,1
208,297,,1
208,1382,,1
209,1428,,1
210,440,,7
210,283,,8
210,355,,1
211,1360,,1
211,218,,1
211,978,,1
216,946,,1
216,391,,28
216,856,,2
216,657,,2
216,489,,2
216,1360,,21
216,609,,3
216,1015,,2
216,629,,1
216,440,,21
216,297,,1
216,1436,,1
216,218,,59
216,711,,1
216,283,,12
216,411,,28
216,1161,,4
216,967,,1
216,743,,1
216,482,,5
216,433,,1
216,1118,,3
216,1276,,5
216,721,,1
216,1000,,2
218,390,,2
218,391,,18
218,769,,1
218,395,,1
218,947,,3
218,814,,2
218,898,,2
218,776,,1
218,402,,1
218,1152,,4
218,1153,,3
218,1155,,4
218,1392,,1
218,466,,1
218,711,,11
218,411,,225
218,780,,2
218,1162,,1
218,1165,,2
218,796,,2
218,779,,1
218,1167,,2
218,1169,,9
218,744,,1
218,425,,2
218,427,,1
218,428,,1
218,955,,1
218,806,,1
218,432,,1
218,433,,7
218,436,,2
218,810,,1
218,1004,,27
218,439,,1
218,440,,54
218,443,,9
218,732,,1
218,1188,,6
218,449,,2
218,450,,1
218,1193,,5
218,523,,1
218,352,,127
218,833,,4
218,1202,,1
218,706,,3
218,1141,,1
218,470,,17
218,462,,2
218,1210,,2
218,1161,,210
218,1212,,1
218,1214,,1
218,527,,2
218,455,,1
218,469,,1
218,958,,4
218,1402,,1
218,1220,,2
218,836,,3
218,1256,,1
218,477,,3
218,845,,1
218,1463,,1
218,1230,,1
218,538,,3
218,481,,30
218,848,,1
218,849,,26
218,482,,713
218,1405,,1
218,574,,1
218,484,,1
218,485,,1
218,486,,10
218,600,,3
218,605,,2
218,1236,,2
218,229,,2
218,1360,,330
218,861,,2
218,862,,1
218,1340,,4
218,498,,1
218,866,,1
218,1245,,1
218,869,,1
218,789,,1
218,871,,2
218,903,,1
218,874,,4
218,1251,,2
218,875,,2
218,876,,3
218,878,,1
218,1488,,1
218,509,,2
218,1263,,2
218,883,,1
218,518,,508
218,888,,1
218,889,,1
218,1272,,1
218,816,,1
218,1274,,1
218,891,,1
218,525,,1
218,893,,5
218,1277,,22
218,897,,1
218,1280,,1
218,531,,1
218,901,,2
218,865,,1
218,533,,1
218,238,,1
218,1283,,2
218,534,,1
218,974,,1
218,1288,,108
218,541,,1
218,912,,1
218,1290,,1
218,546,,1
218,918,,2
218,919,,2
218,243,,7
218,552,,1
218,924,,1
218,554,,3
218,556,,3
218,927,,1
218,928,,3
218,1110,,1
218,1312,,1
218,1313,,2
218,564,,1
218,932,,2
218,615,,2
218,937,,1
218,569,,9
218,939,,43
218,940,,4
218,1322,,2
218,573,,1
218,577,,1
218,1325,,13
218,580,,1
218,583,,1
218,585,,6
218,1330,,1
218,1331,,1
218,1308,,24
218,587,,18
218,589,,1
218,1357,,1
218,957,,1
218,592,,1
218,593,,1
218,959,,3
218,960,,1
218,596,,11
218,598,,1
218,964,,1
218,856,,5
218,965,,2
218,967,,13
218,487,,1
218,547,,2
218,236,,13
218,857,,1
218,973,,2
218,608,,2
218,609,,5
218,975,,1
218,1348,,1
218,978,,48
218,979,,2
218,489,,74
218,981,,2
218,245,,2
218,983,,1
218,985,,1
218,1355,,10
218,619,,7
218,620,,1
218,465,,2
218,623,,3
218,247,,1
218,250,,3
218,991,,1
218,626,,4
218,252,,1
218,1379,,1
218,997,,1
218,1368,,1
218,1387,,1
218,630,,1
218,261,,4
218,1000,,99
218,633,,7
218,1002,,2
218,634,,12
218,265,,40
218,1005,,1
218,1006,,1
218,1375,,1
218,494,,2
218,1025,,1
218,1489,,3
218,454,,1
218,1012,,1
218,1013,,1
218,1382,,3
218,1015,,1
218,1384,,1
218,1016,,3
218,1017,,1
218,764,,1
218,1021,,1
218,1391,,4
218,647,,1
218,283,,192
218,1394,,1
218,1395,,2
218,287,,1
218,1014,,1
218,1399,,2
218,657,,428
218,289,,1
218,659,,5
218,839,,1
218,387,,7
218,847,,4
218,1033,,1
218,1406,,1
218,1034,,1
218,1037,,4
218,1411,,2
218,663,,1
218,881,,1
218,914,,97
218,297,,45
218,690,,1
218,1224,,2
218,1045,,1
218,349,,130
218,1422,,1
218,933,,1
218,1177,,2
218,674,,5
218,311,,7
218,1425,,1
218,1050,,1
218,1052,,1
218,968,,2
218,1428,,23
218,1055,,1
218,249,,1
218,678,,1
218,1125,,1
218,1009,,1
218,1057,,2
218,687,,4
218,321,,1
218,1063,,4
218,1064,,1
218,692,,1
218,324,,2
218,694,,1
218,1121,,2
218,969,,6
218,635,,1
218,699,,7
218,702,,7
218,1445,,1
218,336,,4
218,1078,,2
218,337,,9
218,1451,,1
218,714,,1
218,338,,1
218,343,,3
218,1458,,2
218,1459,,1
218,1090,,1
218,1091,,1
218,1092,,1
218,1461,,1
218,347,,3
218,1093,,2
218,1095,,2
218,1097,,4
218,1465,,2
218,1098,,1
218,1468,,7
218,726,,1
218,1218,,1
218,1103,,1
218,1276,,183
218,1104,,2
218,357,,2
218,731,,1
218,1305,,5
218,358,,1
218,734,,2
218,360,,1
218,362,,3
218,1114,,1
218,1198,,1
218,1116,,2
218,743,,1
218,368,,2
218,745,,1
218,1118,,58
218,1119,,1
218,748,,1
218,373,,1
218,1490,,1
218,704,,3
218,375,,1
218,1493,,2
218,1412,,1
218,752,,3
218,1122,,1
218,755,,3
218,1487,,3
218,510,,1
218,1502,,1
218,1134,,1
218,382,,1
218,762,,1
218,733,,84
218,1137,,1
218,386,,2
218,1140,,1
218,1323,,1
218,388,,1
219,926,,1
219,1161,,1
220,702,,1
221,352,,3
222,482,,1
224,657,,1
225,1360,,1
225,518,,1
227,1348,,1
227,778,,1
227,586,,1
227,464,,1
229,484,,1
229,1161,,1
230,482,,1
231,283,,1
232,1360,,1
233,1320,,1
234,406,,1
235,1360,,1
236,518,,6
236,969,,1
236,560,,1
236,1169,,1
236,283,,1
236,411,,3
236,1161,,2
236,482,,7
236,337,,1
236,1276,,1
236,852,,1
236,1000,,2
238,914,,1
239,480,,1
239,1325,,1
239,1324,,1
239,1178,,1
239,944,,1
240,461,,1
242,352,,2
243,470,,1
243,657,,1
243,395,,1
243,489,,1
243,1276,,4
243,276,,1
243,433,,4
243,1018,,1
243,297,,2
243,1379,,1
243,411,,1
243,1161,,4
243,967,,2
243,440,,1
243,482,,1
243,921,,1
243,1118,,3
244,283,,4
245,349,,1
246,657,,1
248,283,,1
249,752,,1
249,283,,1
249,1161,,3
249,482,,1
249,440,,1
249,1487,,1
249,1118,,1
250,283,,1
250,411,,1
250,1161,,1
250,1426,,1
250,657,,2
250,939,,1
250,1186,,1
250,1118,,3
251,1081,,1
252,283,,4
252,518,,1
252,860,,1
252,1361,,1
252,657,,2
253,1288,,1
253,657,,1
253,858,,2
254,800,,1
254,518,,2
254,377,,2
255,1304,,1
255,699,,1
255,654,,1
255,657,,1
255,316,,1
255,352,,1
255,403,,1
255,518,,3
255,914,,1
255,521,,1
255,282,,1
255,733,,1
255,480,,1
255,741,,2
