# index, is_user, name, tags, _pos
101,1,11282,[],"array([ 23.12934693, -23.0649445 ])"
102,1,5291,[],"array([ 19.40235892, -20.33602561])"
103,1,17730,[],"array([ 15.69314102, -23.80813254])"
104,1,54073,[],"array([ 20.93715799, -27.3091008 ])"
105,1,27775,[],"array([  9.46555669, -25.48545487])"
106,0,114,"['rustic', 'taavo']","array([ 11.80182366, -27.25482111])"
107,1,176753,[],"array([  8.72265735, -26.37898467])"
108,1,58,[],"array([ 15.85582489, -28.85638858])"
109,1,47769,[],"array([ 15.0245369 , -28.26273235])"
110,1,124076,[],"array([ 22.66033791, -27.34600388])"
111,0,115,"['bingo', 'fiesta']","array([ 25.91224468, -26.56637558])"
112,1,8388,[],"array([ 25.52918772, -28.70194016])"
113,0,123,['br'],"array([ 22.70489407, -25.57208631])"
114,1,29366,[],"array([ 24.76043919, -23.03251273])"
115,1,49805,[],"array([ 19.10733511, -26.42607568])"
116,1,91774,[],"array([ 18.29572702, -26.32049813])"
117,1,26044,[],"array([ 24.98110963, -23.40592189])"
118,1,91045,[],"array([ 19.75620254, -26.03921143])"
119,0,133,"['bbq', 'bbq']","array([ 22.92876244, -27.89802888])"
120,1,27682,[],"array([ 25.50726426, -26.99913085])"
121,1,16049,[],"array([ 21.86432281, -26.78494268])"
122,1,27297,[],"array([ 24.96535446, -26.16372321])"
123,0,138,['extensive'],"array([ 19.6795319 , -29.62026401])"
124,1,1042,[],"array([ 18.83689822, -32.9721388 ])"
125,1,30502,[],"array([ 19.30193894, -26.43830267])"
126,1,58953,[],"array([ 19.37772794, -30.75424793])"
127,1,181940,[],"array([ 18.74132178, -30.65077368])"
128,1,238035,[],"array([ 21.36230224, -27.39167864])"
129,1,213188,[],"array([ 21.92639541, -29.25235435])"
130,0,140,"['restaurant', 'sandwiches']","array([ 21.45958201, -31.95843757])"
131,1,953,[],"array([ 19.10514521, -32.24901393])"
132,1,41955,[],"array([ 20.64069208, -32.80054628])"
133,1,16255,[],"array([ 20.05175462, -32.19508839])"
134,1,22719,[],"array([ 22.64188236, -27.62146558])"
135,0,141,['best'],"array([ 22.78917412, -24.45739737])"
136,1,17239,[],"array([ 22.23203562, -26.47272014])"
137,1,15495,[],"array([ 21.50443051, -22.20014498])"
138,1,242708,[],"array([ 30.26379311, -26.07778601])"
139,0,142,"['deli', 'sandwich', 'sandwiches']","array([ 27.41122923, -26.60641527])"
140,1,256434,[],"array([ 26.41785555, -24.23642736])"
141,1,138131,[],"array([ 25.49196682, -29.97151988])"
142,1,207922,[],"array([ 27.01241744, -25.01870668])"
143,1,44647,[],"array([ 12.37543628, -31.89053845])"
144,0,148,"['chateaunef-du-pape', 'hiphostessnyc']","array([ 15.83866302, -29.65788139])"
145,1,7599,[],"array([ 17.55902648, -27.80429048])"
146,1,82569,[],"array([ 18.33014769, -31.09506621])"
147,0,154,['fried'],"array([ 14.97522363, -30.65342747])"
148,1,59612,[],"array([ 12.88822043, -29.29138779])"
149,1,334,[],"array([ 16.63229311, -27.28833668])"
150,0,155,"['japanese', 'sushi']","array([ 17.81795359, -24.78070321])"
151,1,25094,[],"array([ 20.25283313, -27.95507419])"
152,1,265196,[],"array([ 16.76584968, -21.55812197])"
153,1,205591,[],"array([ 18.00100646, -16.22218807])"
154,0,161,"['margaritas', 'zagat']","array([ 18.99215864, -16.79789287])"
155,1,26583,[],"array([ 19.81238898, -20.79169483])"
156,1,261897,[],"array([ 17.63639863, -16.5877118 ])"
157,1,37934,[],"array([ 19.09792965, -14.31121385])"
158,1,11206,[],"array([ 11.84897116, -31.38158531])"
159,0,164,['brew'],"array([ 15.09782739, -29.02414948])"
160,1,80608,[],"array([ 19.94063873, -29.32180872])"
161,1,93034,[],"array([ 11.38336535, -29.85637297])"
162,1,616,[],"array([ 18.53012908, -29.95470709])"
163,0,167,[],"array([ 18.91879523, -27.87665169])"
164,1,55222,[],"array([ 17.66195232, -27.23888824])"
165,0,172,"['barbecue', 'barbeque']","array([ 25.17590411, -28.59404571])"
166,1,24953,[],"array([ 20.81531854, -29.90068385])"
167,1,97287,[],"array([ 27.5669172 , -28.62808306])"
168,1,30260,[],"array([ 28.3048077 , -28.70633115])"
169,1,31304,[],"array([ 19.96306213, -26.09986841])"
170,1,178822,[],"array([ 27.59126389, -28.94516524])"
171,1,40858,[],"array([ 28.9808468 , -32.31799214])"
172,1,148897,[],"array([ 26.65512377, -27.43132344])"
173,0,177,"['brunch', 'cocktails', 'dinner', 'foodie', 'unlimited']","array([ 23.71970301, -28.11611034])"
174,1,50152,[],"array([ 19.30026185, -30.38112286])"
175,1,38456,[],"array([ 25.04207888, -25.62955263])"
176,1,28925,[],"array([ 23.24515052, -29.30509902])"
177,1,199925,[],"array([ 27.8265972 , -28.05701038])"
178,0,180,['boston'],"array([ 30.69101496, -27.95751419])"
179,1,47991,[],"array([ 21.38915689, -33.063425  ])"
180,0,186,"['bar', 'burgers', 'grilled']","array([ 23.07912461, -35.88547937])"
181,0,189,['cake'],"array([ 17.1378675 , -28.70614208])"
182,1,24230,[],"array([ 17.56575727, -29.04930809])"
183,1,30718,[],"array([ 18.57175244, -29.75123649])"
184,1,49206,[],"array([ 17.86965884, -27.99113202])"
185,1,30484,[],"array([ 15.42797932, -27.21232747])"
186,1,30476,[],"array([ 15.65196044, -29.90457063])"
187,1,312,[],"array([ 16.50810487, -23.52413272])"
188,0,190,[],"array([ 14.99673492, -20.68557807])"
189,0,192,['annoying'],"array([ 15.6300765 , -22.07506624])"
190,1,22360,[],"array([ 12.33719225, -20.56184247])"
191,1,15088,[],"array([ 18.84566981, -32.36635422])"
192,0,199,"['breakfast', 'brunch', 'cash']","array([ 17.23684091, -35.16790272])"
193,1,65107,[],"array([ 15.37998376, -32.59135468])"
194,1,40642,[],"array([ 17.74042002, -33.06251899])"
195,1,183505,[],"array([ 20.77660659, -38.17427162])"
196,1,11947,[],"array([ 18.12421279, -32.47146506])"
197,1,62127,[],"array([ 17.4032066 , -38.56156241])"
198,1,32640,[],"array([ 15.86510089, -38.0798038 ])"
199,1,123414,[],"array([ 14.44790771, -31.29470859])"
200,1,1267,[],"array([ 17.07129411, -23.06036103])"
201,0,200,"['bar', 'burger', 'crayons', 'happy']","array([ 17.27047638, -25.62792505])"
202,1,38058,[],"array([ 17.43248668, -23.60253161])"
203,0,204,['mexican'],"array([ 19.48756847, -29.69801421])"
204,1,67297,[],"array([ 21.24799258, -30.35685481])"
205,1,542,[],"array([ 18.27314346, -29.07697243])"
206,1,2448,[],"array([ 16.40631709, -30.53059621])"
207,1,6243,[],"array([ 16.69258236, -30.38592551])"
208,1,204517,[],"array([ 21.93644997, -31.72354812])"
209,1,152611,[],"array([ 23.77258253, -30.82133703])"
210,1,14175,[],"array([ 14.73853013, -29.9412454 ])"
211,0,205,"['askmen', 'beer', 'bravo', 'fl¨¹gen']","array([ 14.11549975, -29.53862965])"
212,1,22799,[],"array([ 10.54946819, -31.19942436])"
213,1,29949,[],"array([ 15.88572732, -30.79718377])"
214,1,9,[],"array([ 17.42197044, -28.55811391])"
215,1,66227,[],"array([ 17.05502499, -30.85332211])"
216,1,570,[],"array([ 10.83434196, -29.33009781])"
217,1,154106,[],"array([ 20.41302362, -32.69544124])"
218,0,209,['sushi'],"array([ 20.47706009, -29.39243685])"
219,1,52962,[],"array([ 22.69412636, -29.21698549])"
220,1,429,[],"array([ 21.18996887, -28.01687075])"
221,1,85787,[],"array([ 12.52054476, -33.41388404])"
222,0,210,['pasta'],"array([ 15.27931679, -31.54903659])"
223,1,11466,[],"array([ 15.68037202, -30.46214937])"
224,1,15100,[],"array([ 13.99049487, -30.57013728])"
225,0,212,['italian'],"array([ 20.00627124, -27.99240592])"
226,1,24772,[],"array([ 24.24050272, -29.50864321])"
227,0,217,[],"array([ 27.29885649, -29.73507662])"
228,1,105569,[],"array([ 16.94673637, -28.1829295 ])"
229,0,222,"['brunch', 'delivery']","array([ 12.85863122, -31.19010991])"
230,1,120838,[],"array([ 13.44532871, -33.48307566])"
231,1,14464,[],"array([ 12.51640767, -32.24623878])"
232,1,89570,[],"array([  9.70934529, -32.15911765])"
233,0,224,[],"array([ 22.42484772, -25.42513236])"
234,1,24915,[],"array([ 21.40345456, -24.86068914])"
235,0,239,"['beer', 'bison']","array([ 15.51602431, -32.83449269])"
236,1,38448,[],"array([ 15.69357358, -30.78024805])"
237,1,257034,[],"array([ 16.2968594 , -35.58371315])"
238,1,34460,[],"array([ 15.24644528, -29.26026292])"
239,1,66854,[],"array([ 17.53335774, -32.61266336])"
240,1,15912,[],"array([ 13.2963755 , -35.71967433])"
241,1,68,[],"array([ 13.76481944, -30.52361563])"
242,1,5009,[],"array([ 19.34586527, -30.94590797])"
243,0,243,"['empanadas', 'gazpacho']","array([ 19.0180402 , -33.43468417])"
244,1,53759,[],"array([ 18.10051829, -32.66767845])"
245,1,25041,[],"array([ 19.76963051, -26.7173438 ])"
246,0,254,['frat'],"array([ 18.64537382, -22.7192283 ])"
247,1,18799,[],"array([ 16.74598184, -23.51731788])"
248,1,127261,[],"array([ 18.66346733, -19.61581106])"
249,1,13128,[],"array([ 18.23989551, -30.65285322])"
250,0,255,"['beer', 'food', 'french', 'moroccan', 'outdoorseating']","array([ 17.40126106, -29.07026461])"
251,1,44236,[],"array([ 19.18870244, -26.22522577])"
252,1,17620,[],"array([ 14.5741277 , -30.59605199])"
253,1,13095,[],"array([ 19.38220396, -29.83920044])"
254,0,262,['all'],"array([ 15.98524099, -28.16543105])"
255,1,8756,[],"array([ 14.76158408, -25.68093757])"
256,0,263,['almond'],"array([ 17.90524306, -28.94189884])"
257,0,271,"['garden', 'great']","array([ 21.02757298, -26.7866147 ])"
258,1,80104,[],"array([ 22.58075111, -26.43226085])"
259,0,278,"['baklava', 'falafel', 'hummus', 'lentil']","array([ 19.04513659, -27.70038941])"
260,1,57576,[],"array([ 18.03541667, -28.20173172])"
261,1,2637,[],"array([ 20.77460727, -24.78065858])"
262,1,23264,[],"array([ 16.04017003, -31.21545822])"
263,1,9039,[],"array([ 18.02047638, -25.08698888])"
264,1,231935,[],"array([ 20.0862213 , -25.23903187])"
265,1,185945,[],"array([ 19.52363705, -41.54164123])"
266,0,284,['dinner'],"array([ 19.46250926, -38.51181123])"
267,1,47178,[],"array([ 20.2069339 , -33.16285215])"
268,1,87196,[],"array([ 17.15883857, -40.29243353])"
269,1,202050,[],"array([ 20.53549176, -40.67287977])"
270,0,291,"['batali', 'mario']","array([ 21.38685673, -25.79980822])"
271,1,86693,[],"array([ 24.3096125 , -25.47192623])"
272,1,208163,[],"array([ 19.69424896, -24.77132563])"
273,1,2720,[],"array([ 16.05971878, -26.21882337])"
274,0,307,[],"array([ 13.17045145, -24.51841989])"
275,1,462,[],"array([  9.70991513, -28.78130049])"
276,0,308,"['cocktails', 'private']","array([ 12.99888348, -29.0015662 ])"
277,1,219604,[],"array([  9.97305116, -28.59261223])"
278,0,309,"['dessert', 'icecream']","array([ 17.11132972, -31.96948259])"
279,1,135005,[],"array([ 17.32844246, -33.61729812])"
280,1,163242,[],"array([ 20.74653326, -30.96690481])"
281,1,107013,[],"array([ 15.18331657, -28.41872793])"
282,1,10565,[],"array([ 17.12733046, -30.07030121])"
283,1,13259,[],"array([ 19.68508692, -21.65747629])"
284,0,313,"['catering', 'mangia', 'midtown']","array([ 16.90166717, -20.56479675])"
285,1,90033,[],"array([ 14.72604294, -22.92162121])"
286,0,315,['choice'],"array([ 18.50053754, -38.01862559])"
287,1,28357,[],"array([ 18.74132331, -43.39448292])"
288,1,43410,[],"array([ 18.51651604, -40.93689855])"
289,0,316,['br'],"array([ 22.13039213, -36.17627262])"
290,1,23677,[],"array([ 23.4841388 , -39.02980178])"
291,1,201938,[],"array([ 13.23574809, -29.25363352])"
292,0,317,['burgers'],"array([ 10.07576232, -28.96798877])"
293,0,318,['not'],"array([ 17.03145913, -27.3261898 ])"
294,1,193062,[],"array([ 16.48601144, -24.93935198])"
295,0,328,"['burgers', 'egg']","array([ 15.30013033, -29.46871754])"
296,1,8466,[],"array([ 20.34052859, -29.0489301 ])"
297,1,132611,[],"array([  9.80225374, -31.3008494 ])"
298,1,14912,[],"array([ 13.90667346, -27.78871981])"
299,1,41557,[],"array([ 17.78369826, -31.14612984])"
300,1,48682,[],"array([ 12.71756338, -27.36459817])"
301,0,332,"['alcohol', 'brunch', 'coffee', 'home']","array([ 19.5598957 , -26.65679054])"
302,1,1509,[],"array([ 18.59001553, -26.18066318])"
303,1,3125,[],"array([ 24.65076941, -24.39746909])"
304,1,64130,[],"array([ 19.12912352, -30.14346745])"
305,1,1090,[],"array([ 19.34080169, -26.66967549])"
306,1,28806,[],"array([ 20.41408321, -23.55661669])"
307,1,22141,[],"array([ 19.85282901, -22.09157419])"
308,1,51375,[],"array([ 20.94404485, -27.81439854])"
309,1,132546,[],"array([ 17.2268196, -27.3471348])"
310,0,337,"['chinatown', 'chinese', 'chinese']","array([ 18.28016095, -27.59954179])"
311,1,30792,[],"array([ 15.3208378 , -24.61822693])"
312,1,59479,[],"array([ 14.46419025, -29.52507606])"
313,1,60041,[],"array([ 21.88426531, -26.09740221])"
314,0,339,"['delivery' \"margarita's\" 'mexican' 'salsa' 'vegetarian-friendly']","array([ 17.39355241, -35.9563831 ])"
315,1,1319,[],"array([ 18.65608813, -30.04187249])"
316,0,349,"['kebab', 'lahmajun']","array([ 19.87041694, -31.0371421 ])"
317,1,21380,[],"array([ 20.89999402, -33.05245801])"
318,1,72909,[],"array([ 20.5057023 , -28.79949521])"
319,1,57981,[],"array([ 20.69509466, -33.74196826])"
320,1,26060,[],"array([ 22.31748008, -37.73440597])"
321,0,355,"['bravoandy', 'margaritas', 'mexican', 'social']","array([ 20.21743902, -34.731003  ])"
322,1,48143,[],"array([ 21.32072165, -37.77963593])"
323,1,216812,[],"array([ 16.45803996, -31.0920293 ])"
324,0,356,['br'],"array([ 27.62791264, -25.34832204])"
325,1,42406,[],"array([ 16.32114491, -27.72323007])"
326,0,358,['jazz'],"array([ 13.81448268, -25.52041266])"
327,0,359,[],"array([ 14.78566711, -23.6517293 ])"
328,1,63432,[],"array([ 23.19111456, -27.67852575])"
329,0,360,"['bakery', 'brownies', 'cakes', 'coffee', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'pudding', 'sex']","array([ 21.59261173, -24.40281754])"
330,1,11075,[],"array([ 19.18608709, -27.3852382 ])"
331,1,62266,[],"array([ 22.93790066, -21.53192357])"
332,1,11372,[],"array([ 22.17111194, -26.74370255])"
333,1,37391,[],"array([ 23.23566517, -21.66305911])"
334,1,16769,[],"array([ 19.0422015 , -22.33872805])"
335,1,134,[],"array([ 18.78176013, -23.99112938])"
336,0,362,"['bar', 'steakhouse', 'zagat-rated']","array([ 17.8381491 , -26.42766671])"
337,1,151828,[],"array([ 14.91521471, -26.29405389])"
338,1,165056,[],"array([ 18.24984066, -28.59975105])"
339,1,74287,[],"array([ 13.284933  , -27.67260327])"
340,0,364,[],"array([ 10.20475163, -26.73829377])"
341,0,370,"['a-list', 'bar', 'beer', 'italian', 'wine']","array([ 27.92777662, -25.17532989])"
342,1,104,[],"array([ 15.27799321, -30.6140566 ])"
343,0,371,"['clued', 'good_mark', 'izakaya', 'j-punks', 'japanese', 'sake']","array([ 16.11071172, -27.63333576])"
344,1,9962,[],"array([ 18.83352056, -28.22541868])"
345,1,18652,[],"array([ 24.94899931, -25.34624464])"
346,0,377,[],"array([ 27.59497265, -23.37866523])"
347,0,381,"['colonial', 'historical', 'old']","array([ 23.08209857, -32.64178504])"
348,1,190590,[],"array([ 13.89753209, -22.71350892])"
349,0,382,['359'],"array([ 15.83076915, -24.80037718])"
350,1,197936,[],"array([ 12.49565437, -25.04841641])"
351,1,167730,[],"array([ 20.16034353, -27.2004681 ])"
352,1,49297,[],"array([ 14.53546582, -31.80062694])"
353,0,389,"['bakery', 'coffee', 'ginger']","array([ 11.53222208, -33.52687186])"
354,0,390,['dinner'],"array([ 20.06443257, -33.3131425 ])"
355,1,2374,[],"array([ 14.26427597, -36.06278583])"
356,1,19066,[],"array([ 23.72085898, -29.22456089])"
357,1,19522,[],"array([ 21.01941582, -36.45806856])"
358,1,50489,[],"array([ 15.2000686 , -32.67931216])"
359,1,48651,[],"array([ 24.15856396, -38.15091546])"
360,1,105848,[],"array([ 21.28547745, -37.29686233])"
361,1,56533,[],"array([ 18.53824024, -33.39557657])"
362,0,395,"['beer', 'burgers', 'mac']","array([ 15.68919828, -25.93958974])"
363,1,32880,[],"array([ 18.77612134, -27.27429848])"
364,1,149548,[],"array([ 13.74389818, -26.07104216])"
365,1,170,[],"array([ 17.10750581, -28.32400047])"
366,1,93379,[],"array([ 13.09224147, -23.8843189 ])"
367,1,47568,[],"array([ 12.16458095, -24.71905001])"
368,1,40407,[],"array([ 12.59486554, -19.49468952])"
369,0,396,"['burgers', 'pizza']","array([ 15.85058416, -18.41969644])"
370,1,51939,[],"array([ 19.3381758 , -21.30948532])"
371,1,13953,[],"array([ 15.29213008, -15.70706845])"
372,1,11729,[],"array([ 28.143563  , -27.35575388])"
373,0,404,['steak'],"array([ 29.19800054, -26.81185588])"
374,1,45719,[],"array([ 27.42185277, -27.40911072])"
375,1,114319,[],"array([ 27.37042787, -27.8833134 ])"
376,1,198603,[],"array([ 28.37986385, -25.10217773])"
377,0,408,['ask'],"array([ 24.49975774, -29.66715938])"
378,1,90894,[],"array([ 26.14629934, -31.92431505])"
379,1,212,[],"array([ 27.58959813, -30.40296947])"
380,1,2022,[],"array([ 15.26499531, -37.55776129])"
381,0,410,[],"array([ 18.85391392, -39.45696824])"
382,1,22617,[],"array([ 22.64207445, -39.07732231])"
383,1,82720,[],"array([ 26.42014663, -37.52710139])"
384,0,415,['animatronic'],"array([ 26.24684935, -41.48744265])"
385,1,98821,[],"array([ 22.76277604, -40.01310747])"
386,1,72658,[],"array([ 28.21533725, -44.70250527])"
387,1,56771,[],"array([ 27.38753994, -43.43478584])"
388,0,417,"['burritos', 'margaritas', 'mexican', 'mexican']","array([ 15.53622121, -29.28075548])"
389,1,7224,[],"array([ 19.56552719, -30.79605891])"
390,1,39408,[],"array([ 12.78536089, -27.10873219])"
391,1,29123,[],"array([ 11.57380201, -30.22479516])"
392,1,159682,[],"array([ 20.62371677, -27.68350517])"
393,0,419,"['brunch', 'opentable']","array([ 20.2331918 , -26.15157058])"
394,1,56276,[],"array([ 16.43157409, -26.62286993])"
395,1,60486,[],"array([ 15.02270758, -28.01332545])"
396,1,15193,[],"array([ 21.6410782 , -23.09256574])"
397,0,422,['balthazar'],"array([ 15.22628454, -28.63895381])"
398,1,12382,[],"array([ 13.35969247, -26.02895535])"
399,1,97744,[],"array([ 18.65248727, -27.45372707])"
400,0,423,"['burgers', 'classic']","array([ 18.04795771, -24.16443792])"
401,1,122027,[],"array([ 22.65126111, -25.28451403])"
402,1,62734,[],"array([ 21.46408849, -23.92013509])"
403,1,68798,[],"array([ 16.51376159, -25.2321117 ])"
404,1,66541,[],"array([ 18.14069941, -20.78008345])"
405,1,15741,[],"array([ 17.50311151, -20.86559996])"
406,1,56184,[],"array([ 17.80834673, -20.87942245])"
407,1,190646,[],"array([ 15.3974512 , -26.33969015])"
408,1,58220,[],"array([ 28.09243003, -26.92254097])"
409,0,424,"['burritos', 'chips', 'salsa']","array([ 30.92165812, -26.5264523 ])"
410,1,53930,[],"array([ 29.36293083, -29.01491493])"
411,0,434,"['beer', 'deli', 'sandwiches', 'smokes', 'snacks', 'soda']","array([ 31.42105579, -29.00789927])"
412,1,67149,[],"array([ 29.91004549, -33.85898263])"
413,0,442,[],"array([ 32.26995837, -34.86182476])"
414,0,446,"['fish', 'restaurant', 'seafood']","array([ 20.27647512, -28.87408692])"
415,1,22056,[],"array([ 20.82544304, -31.16063357])"
416,1,62068,[],"array([ 22.80886659, -29.65745754])"
417,1,107530,[],"array([ 20.65160229, -31.6543182 ])"
418,1,12991,[],"array([ 19.91450322, -26.53346038])"
419,0,447,"['bakery', 'best']","array([ 18.32229597, -24.91460273])"
420,1,209173,[],"array([ 17.87756677, -21.51165405])"
421,1,76559,[],"array([ 17.33057791, -21.74127263])"
422,1,49343,[],"array([ 18.21438803, -21.958163  ])"
423,1,36514,[],"array([-13.21427914, -64.32002736])"
424,0,448,[],"array([-12.68241723, -64.71802172])"
425,1,135368,[],"array([ 22.16177699, -24.51526308])"
426,0,449,"['brooklyn', 'burgers', 'cupcakes', 'diner', 'giant']","array([ 16.33621899, -25.95289293])"
427,1,26055,[],"array([ 16.70396036, -29.24400821])"
428,1,45830,[],"array([ 13.04744119, -24.26858233])"
429,1,43783,[],"array([ 13.89323585, -23.67571648])"
430,1,29020,[],"array([ 12.7584612 , -28.45645566])"
431,1,24317,[],"array([ 21.52167922, -32.90739243])"
432,0,452,"['brunch', 'ceviche', 'cuban', 'hot']","array([ 19.22681342, -32.37274966])"
433,1,53109,[],"array([ 16.00656341, -30.34528445])"
434,1,28196,[],"array([ 19.16317098, -35.7624682 ])"
435,1,175941,[],"array([ 21.47931669, -28.82025524])"
436,1,4787,[],"array([ 17.1287466, -36.5486854])"
437,1,101687,[],"array([ 18.42076322, -40.3418067 ])"
438,0,457,"['brunch', 'diner', 'food']","array([ 18.71527365, -42.95524733])"
439,0,461,['bastille'],"array([ 18.35029286, -22.8283233 ])"
440,1,38491,[],"array([ 14.92445098, -30.89330749])"
